nodenumber     x-coordinate     y-coordinate     z-coordinate
        97    1.2538821160E-03    6.0253097427E-03    5.0387826089E-02
        98    1.2562852659E-03    6.2476167280E-03    4.9198514206E-02
        99    1.2571987957E-03    8.1538077872E-03    4.9232681233E-02
       100    1.2582331361E-03    8.3051300216E-03    4.9009530698E-02
       101    1.2594464740E-03    7.7637424369E-03    4.9762812902E-02
       102    1.2627512047E-03    7.1450579668E-03    4.7568004907E-02
       103    1.2667072752E-03    6.9273008539E-03    5.0489822686E-02
       104    1.2704326048E-03    8.5596840363E-03    4.6310888460E-02
       105    1.2725115848E-03    9.0245052772E-03    4.6405969703E-02
       106    1.2732377748E-03    9.1674690016E-03    4.6684035556E-02
       107    1.2735481057E-03    7.9396873771E-03    4.9582851595E-02
       108    1.2735835967E-03    7.4619844722E-03    4.7109574140E-02
       109    1.2754029602E-03    8.1145667350E-03    4.6491954529E-02
       110    1.2781509379E-03    6.9366628695E-03    4.7834895466E-02
       111    1.2784265845E-03    9.1380673635E-03    4.7440719714E-02
       112    1.2825570122E-03    7.9139502129E-03    4.9648344234E-02
       113    1.2840265723E-03    8.3985590292E-03    4.6312146854E-02
       114    1.2861842974E-03    8.0488900347E-03    4.9465104440E-02
       115    1.2866425769E-03    9.2280734785E-03    4.6868956110E-02
       116    1.2877041569E-03    8.3670363103E-03    4.9018745241E-02
       117    1.2895737213E-03    6.7771265284E-03    4.8057178963E-02
       118    1.2912372001E-03    8.6714718486E-03    4.6205610630E-02
       119    1.2927396273E-03    5.9169385296E-03    4.9811838929E-02
       120    1.2948244659E-03    5.8354314707E-03    5.0460018018E-02
       121    1.2951949791E-03    6.5684045434E-03    4.8396459068E-02
       122    1.2982042521E-03    5.8115146136E-03    5.0341493304E-02
       123    1.2984630751E-03    7.5296176730E-03    4.6958486834E-02
       124    1.2991601642E-03    9.2677724127E-03    4.6739700261E-02
       125    1.3062243766E-03    8.1769152507E-03    4.9352749411E-02
       126    1.3065955446E-03    8.6306462496E-03    4.8669448995E-02
       127    1.3077861339E-03    9.2446445974E-03    4.7247883345E-02
       128    1.3110830837E-03    6.7327689205E-03    5.0736191915E-02
       129    1.3136153762E-03    7.4833672016E-03    4.6971476411E-02
       130    1.3149467389E-03    6.1950896847E-03    5.0898886359E-02
       131    1.3190790448E-03    8.4120624371E-03    4.6180208497E-02
       132    1.3199327759E-03    9.2912332231E-03    4.7134605697E-02
       133    1.3206546174E-03    8.1461120739E-03    4.9440722088E-02
       134    1.3228128231E-03    9.1524477999E-03    4.6221459298E-02
       135    1.3247621073E-03    6.7840317618E-03    5.0744465231E-02
       136    1.3296662299E-03    7.3096559573E-03    4.7164716106E-02
       137    1.3338876682E-03    5.8329950798E-03    5.0889756567E-02
       138    1.3346650962E-03    5.7523488148E-03    5.0023700235E-02
       139    1.3375554222E-03    5.7346598821E-03    5.0091581631E-02
       140    1.3389812711E-03    7.7373934108E-03    5.0043816808E-02
       141    1.3392626816E-03    5.6755318753E-03    5.0292703141E-02
       142    1.3435082462E-03    6.1204423112E-03    5.1022569597E-02
       143    1.3486001179E-03    5.9423533184E-03    4.9408716552E-02
       144    1.3534142672E-03    6.5371053031E-03    4.8275417757E-02
       145    1.3539920039E-03    6.6009982001E-03    4.8167051604E-02
       146    1.3557303578E-03    5.7937124673E-03    5.0995030735E-02
       147    1.3572304027E-03    8.1327430175E-03    4.9556277714E-02
       148    1.3612225111E-03    5.7441468861E-03    4.9815655901E-02
       149    1.3648896682E-03    8.2957498837E-03    4.9346457282E-02
       150    1.3706526257E-03    7.6695949321E-03    5.0195969259E-02
       151    1.3770765957E-03    6.4514303977E-03    5.1029026412E-02
       152    1.3771217601E-03    8.7511577848E-03    4.8680042709E-02
       153    1.3784653839E-03    8.0509547880E-03    4.9743730304E-02
       154    1.3831375583E-03    7.7828596576E-03    5.0106917441E-02
       155    1.3840744434E-03    8.3562286674E-03    4.6015073095E-02
       156    1.3864950792E-03    8.8386957853E-03    4.8568288491E-02
       157    1.3895570273E-03    8.5482095961E-03    4.9035698788E-02
       158    1.3905235434E-03    9.4976880665E-03    4.6490839079E-02
       159    1.3905780668E-03    7.7537673148E-03    5.0157875525E-02
       160    1.3930661399E-03    9.4159051198E-03    4.7233733360E-02
       161    1.3968131826E-03    5.5607701444E-03    5.0992484449E-02
       162    1.3977910459E-03    5.5378438624E-03    5.0261128710E-02
       163    1.3985136180E-03    8.6733645093E-03    4.8862774146E-02
       164    1.3990608531E-03    9.3306629038E-03    4.7570045107E-02
       165    1.3997415629E-03    8.9285311772E-03    4.8452679727E-02
       166    1.4001169495E-03    6.7228026167E-03    4.7872115217E-02
       167    1.4026588309E-03    6.6028528326E-03    4.8050405711E-02
       168    1.4082715906E-03    6.2413519613E-03    5.1207794772E-02
       169    1.4135517891E-03    6.0634271649E-03    5.1269274735E-02
       170    1.4180216428E-03    9.4293569801E-03    4.7341098067E-02
       171    1.4187717506E-03    7.2760003303E-03    4.6999666494E-02
       172    1.4193881730E-03    5.5061856376E-03    5.1111090101E-02
       173    1.4204933476E-03    6.9886630589E-03    4.7431565621E-02
       174    1.4218765411E-03    7.0483905303E-03    5.0815796632E-02
       175    1.4286325561E-03    9.3115982831E-03    4.7741686070E-02
       176    1.4298597487E-03    9.1010567037E-03    4.5708490944E-02
       177    1.4305247646E-03    5.9145764173E-03    5.1357384247E-02
       178    1.4308014020E-03    5.8841600854E-03    4.9197896102E-02
       179    1.4335357669E-03    9.5590957428E-03    4.6226776707E-02
       180    1.4346874226E-03    5.4156007508E-03    5.1057634951E-02
       181    1.4352177657E-03    9.0364028528E-03    4.8356800686E-02
       182    1.4357089264E-03    8.6262032760E-03    4.9022056649E-02
       183    1.4378626040E-03    5.6127132227E-03    5.1333895244E-02
       184    1.4380014982E-03    7.5980902871E-03    4.6540445518E-02
       185    1.4383128875E-03    5.4801921845E-03    5.0138924006E-02
       186    1.4400057391E-03    6.9755491198E-03    4.7412787763E-02
       187    1.4436579324E-03    5.9265763956E-03    4.9073129080E-02
       188    1.4473334349E-03    9.4810503036E-03    4.5920591368E-02
       189    1.4536453275E-03    5.9369257547E-03    4.9024104348E-02
       190    1.4587425376E-03    6.5989787770E-03    4.7940999213E-02
       191    1.4652917930E-03    5.6424506260E-03    4.9581105935E-02
       192    1.4658686725E-03    5.7767942929E-03    4.9296982973E-02
       193    1.4684123780E-03    5.6755741854E-03    5.1496881909E-02
       194    1.4690847234E-03    9.3564203336E-03    4.7771857709E-02
       195    1.4699401436E-03    9.4984898567E-03    4.5811830862E-02
       196    1.4750861154E-03    8.6384138742E-03    4.9099158634E-02
       197    1.4770336859E-03    9.2049918651E-03    4.5567658020E-02
       198    1.4784574794E-03    5.3885619289E-03    5.0173706148E-02
       199    1.4899558556E-03    8.0284704323E-03    4.6006977165E-02
       200    1.4903409328E-03    9.6783008600E-03    4.6067188570E-02
       201    1.4922802905E-03    5.3003471291E-03    5.1350134067E-02
       202    1.4926711403E-03    9.4327145328E-03    4.7661568751E-02
       203    1.4943118117E-03    9.3268023226E-03    4.7924389534E-02
       204    1.4981276184E-03    8.2007445135E-03    4.9813205899E-02
       205    1.4989278158E-03    5.7449827753E-03    4.9253939164E-02
       206    1.4992135966E-03    5.5188626374E-03    5.1600673836E-02
       207    1.5019356402E-03    8.9029407220E-03    4.5468166990E-02
       208    1.5040756459E-03    9.1397482856E-03    4.8342651055E-02
       209    1.5048904090E-03    9.5825985580E-03    4.7268478691E-02
       210    1.5071608221E-03    8.8310131562E-03    4.8866311158E-02
       211    1.5129896756E-03    5.6904353585E-03    4.9316128998E-02
       212    1.5150993765E-03    7.0848880493E-03    5.0966478736E-02
       213    1.5156172398E-03    6.3577355183E-03    5.1418791578E-02
       214    1.5166075219E-03    9.7505419861E-03    4.6632442579E-02
       215    1.5181419305E-03    6.2227782731E-03    4.8398848294E-02
       216    1.5189968100E-03    5.6763663192E-03    5.1681375913E-02
       217    1.5194119245E-03    9.6641611013E-03    4.5789826726E-02
       218    1.5218543103E-03    9.7049665019E-03    4.5870181264E-02
       219    1.5241002597E-03    7.2343364602E-03    4.6862314986E-02
       220    1.5261048863E-03    9.0990076235E-03    4.5381650978E-02
       221    1.5261087767E-03    5.6515590214E-03    4.9350847269E-02
       222    1.5270509860E-03    9.6791997588E-03    4.5770461295E-02
       223    1.5283965657E-03    6.6813506773E-03    4.7693830184E-02
       224    1.5284869085E-03    6.7050464192E-03    4.7658351174E-02
       225    1.5298298955E-03    6.2196396294E-03    4.8378399031E-02
       226    1.5309750903E-03    8.2395704496E-03    4.9822517823E-02
       227    1.5324319741E-03    6.0124225450E-03    4.8697166553E-02
       228    1.5339775370E-03    5.8317739162E-03    5.1689678496E-02
       229    1.5346674513E-03    8.9632002835E-03    4.5359989193E-02
       230    1.5362774023E-03    6.8488774158E-03    4.7431785177E-02
       231    1.5369109859E-03    7.2654301900E-03    4.6795396677E-02
       232    1.5377989436E-03    5.2407738448E-03    5.1584316058E-02
       233    1.5391163494E-03    9.8028750917E-03    4.6095439241E-02
       234    1.5396634730E-03    9.0232472859E-03    4.5334366794E-02
       235    1.5406753647E-03    9.1468244117E-03    4.5333753499E-02
       236    1.5452697001E-03    5.2730926183E-03    5.1658773833E-02
       237    1.5478304987E-03    7.3547708311E-03    5.0817264026E-02
       238    1.5482102860E-03    7.3830615756E-03    4.6607845162E-02
       239    1.5529949129E-03    8.4155931554E-03    4.5567303420E-02
       240    1.5582958158E-03    9.8418663613E-03    4.6117451200E-02
       241    1.5597498884E-03    6.1399801053E-03    4.8442853043E-02
       242    1.5628745761E-03    5.4772375638E-03    5.1838115348E-02
       243    1.5646716618E-03    9.6500891305E-03    4.5512196526E-02
       244    1.5650099988E-03    8.1916378681E-03    4.9964232047E-02
       245    1.5660250286E-03    6.9705113922E-03    5.1128912499E-02
       246    1.5667919623E-03    8.2935515246E-03    4.9817484089E-02
       247    1.5673122202E-03    9.5624639312E-03    4.7553320272E-02
       248    1.5690397458E-03    5.5244701883E-03    4.9464206943E-02
       249    1.5694003491E-03    5.1627648731E-03    5.0321223919E-02
       250    1.5698071527E-03    9.2297804856E-03    4.5249596513E-02
       251    1.5750866391E-03    5.1400622748E-03    5.1697837887E-02
       252    1.5753569345E-03    5.0639352190E-03    5.0617755844E-02
       253    1.5807374120E-03    9.8949574149E-03    4.6241206048E-02
       254    1.5851050902E-03    5.5996711311E-03    4.9280936961E-02
       255    1.5851375102E-03    7.5427551888E-03    4.6349274429E-02
       256    1.5864490116E-03    5.4606427529E-03    5.1910932246E-02
       257    1.5868937207E-03    9.5739379708E-03    4.7582148710E-02
       258    1.5874696957E-03    7.6940003127E-03    5.0578300688E-02
       259    1.5931616341E-03    5.8445244212E-03    4.8834699797E-02
       260    1.5945016866E-03    5.0484294261E-03    5.0537224988E-02
       261    1.5956658824E-03    9.9237300475E-03    4.6248831687E-02
       262    1.5966050270E-03    9.8309876077E-03    4.5648975329E-02
       263    1.6006760600E-03    9.6328921106E-03    4.5326989425E-02
       264    1.6023916197E-03    9.3587037638E-03    4.5174271253E-02
       265    1.6046855406E-03    9.9394917557E-03    4.6018370655E-02
       266    1.6060475893E-03    4.9272331409E-03    5.1182776998E-02
       267    1.6129224809E-03    9.2304661446E-03    4.8404090580E-02
       268    1.6140930165E-03    4.9090715554E-03    5.1116339563E-02
       269    1.6156747131E-03    5.6169683550E-03    5.1971609318E-02
       270    1.6169850009E-03    6.5020627456E-03    5.1528328253E-02
       271    1.6196951685E-03    6.2375279805E-03    5.1704061162E-02
       272    1.6201850479E-03    9.8315853819E-03    4.5494010463E-02
       273    1.6210846953E-03    5.4242484916E-03    4.9508077929E-02
       274    1.6231013318E-03    9.6393852049E-03    4.7517121914E-02
       275    1.6242726975E-03    9.5879312486E-03    4.5205687965E-02
       276    1.6247967707E-03    4.9124394986E-03    5.1561230462E-02
       277    1.6266411849E-03    6.5630341737E-03    5.1505769369E-02
       278    1.6283697193E-03    5.9394174201E-03    5.1880609771E-02
       279    1.6289953883E-03    7.3101032688E-03    4.6590974022E-02
       280    1.6323136976E-03    4.8684757807E-03    5.1148985242E-02
       281    1.6374100303E-03    9.5455624834E-03    4.7782912889E-02
       282    1.6379110539E-03    9.9998866243E-03    4.6240739738E-02
       283    1.6399088667E-03    5.7290856798E-03    5.2000144666E-02
       284    1.6418918466E-03    6.6976451140E-03    4.7504117876E-02
       285    1.6425943089E-03    9.5712383238E-03    4.7734726764E-02
       286    1.6436690123E-03    9.9189654932E-03    4.5520381026E-02
       287    1.6447757370E-03    1.0019296509E-02    4.6073122319E-02
       288    1.6471291825E-03    5.0297575281E-03    5.1939506225E-02
       289    1.6483393466E-03    5.7428509633E-03    4.8899347415E-02
       290    1.6489974586E-03    6.9418293058E-03    5.1273368256E-02
       291    1.6493335221E-03    9.9661121389E-03    4.5608120515E-02
       292    1.6528238793E-03    1.0019778930E-02    4.5827496705E-02
       293    1.6531051007E-03    8.5079409980E-03    4.9644433002E-02
       294    1.6535756173E-03    7.6955916922E-03    4.6069769756E-02
       295    1.6550906952E-03    9.9787288557E-03    4.5602114155E-02
       296    1.6569785489E-03    4.8808221234E-03    5.1771331175E-02
       297    1.6570936948E-03    9.5027044915E-03    4.7926087448E-02
       298    1.6610670077E-03    1.0044267305E-02    4.5918995833E-02
       299    1.6621382169E-03    5.5456194869E-03    5.2104388044E-02
       300    1.6657648367E-03    9.5852552809E-03    4.5068452663E-02
       301    1.6671293230E-03    9.8048425005E-03    4.7195408458E-02
       302    1.6697172110E-03    7.3586843256E-03    5.0977766288E-02
       303    1.6722318465E-03    8.9057045570E-03    4.5018433275E-02
       304    1.6732765114E-03    6.1783645108E-03    5.1839851085E-02
       305    1.6778061593E-03    5.1242876745E-03    4.9931141830E-02
       306    1.6780665076E-03    9.3926150881E-03    4.8204828360E-02
       307    1.6831923472E-03    6.3103998293E-03    4.8004432013E-02
       308    1.6852943282E-03    6.7719312918E-03    5.1453373066E-02
       309    1.6893888107E-03    9.8303263188E-03    4.7194316322E-02
       310    1.6897496533E-03    6.8335984698E-03    5.1412219508E-02
       311    1.6899517829E-03    5.9044088265E-03    4.8575325576E-02
       312    1.6905709329E-03    5.1478387707E-03    4.9845003257E-02
       313    1.6910464544E-03    8.0164460383E-03    4.5669897417E-02
       314    1.6976728076E-03    7.9468716465E-03    4.5733407550E-02
       315    1.6991436018E-03    1.0075659673E-02    4.6361725311E-02
       316    1.6993298965E-03    9.8208851582E-03    4.5115663407E-02
       317    1.6997814942E-03    1.0009910821E-02    4.5387082250E-02
       318    1.7019275674E-03    9.2825519350E-03    4.8464600061E-02
       319    1.7069431926E-03    9.3222478848E-03    4.4878008699E-02
       320    1.7099141302E-03    6.5706222881E-03    4.7609567601E-02
       321    1.7102285811E-03    4.7057239195E-03    5.1469021397E-02
       322    1.7126825020E-03    7.8323427115E-03    4.5837398982E-02
       323    1.7171822564E-03    5.4536495259E-03    4.9242074093E-02
       324    1.7204948475E-03    5.0172530473E-03    5.2217909955E-02
       325    1.7208325876E-03    7.9317388975E-03    4.5716243020E-02
       326    1.7225190868E-03    9.2528995043E-03    4.4834821512E-02
       327    1.7240213632E-03    5.0042166621E-03    5.0044748409E-02
       328    1.7266776829E-03    8.8540638821E-03    4.4917563703E-02
       329    1.7291267826E-03    8.1837274173E-03    4.5443693550E-02
       330    1.7293243976E-03    5.4408094075E-03    4.9240910513E-02
       331    1.7336752476E-03    6.9475824175E-03    5.1386725724E-02
       332    1.7346015703E-03    9.4081721966E-03    4.4814207567E-02
       333    1.7380422721E-03    5.6748391294E-03    4.8846840587E-02
       334    1.7426130383E-03    7.1004193441E-03    5.1273962046E-02
       335    1.7439933952E-03    5.5376738203E-03    4.9058101676E-02
       336    1.7547904849E-03    6.9249123170E-03    5.1431128769E-02
       337    1.7555114662E-03    9.3108873203E-03    4.8493172685E-02
       338    1.7555367533E-03    9.4783345657E-03    4.4775636827E-02
       339    1.7564023280E-03    1.0033524585E-02    4.6801612590E-02
       340    1.7601210822E-03    6.0287234490E-03    5.2087470072E-02
       341    1.7620420257E-03    5.5118524363E-03    5.2330657581E-02
       342    1.7668099793E-03    5.3209910711E-03    5.2378000607E-02
       343    1.7678405389E-03    5.6255682112E-03    5.2298491742E-02
       344    1.7684300587E-03    7.7066925537E-03    4.5912031907E-02
       345    1.7704787809E-03    6.7148133577E-03    5.1617915830E-02
       346    1.7705594256E-03    9.9420546854E-03    4.4973448638E-02
       347    1.7759173450E-03    7.4802957967E-03    4.6183364709E-02
       348    1.7773205358E-03    9.3284130295E-03    4.8491806200E-02
       349    1.7818591638E-03    9.3751234172E-03    4.4698301134E-02
       350    1.7824455194E-03    1.0021880202E-02    4.5021765699E-02
       351    1.7850645823E-03    8.0519049029E-03    5.0445884141E-02
       352    1.7903050548E-03    6.6877721217E-03    5.1667595754E-02
       353    1.7917015307E-03    7.4405588027E-03    4.6218104450E-02
       354    1.7930541108E-03    1.0178857140E-02    4.6402711512E-02
       355    1.8003980010E-03    5.4721261214E-03    4.9066233295E-02
       356    1.8031720133E-03    8.7208285919E-03    4.9521073269E-02
       357    1.8033807695E-03    6.6303478878E-03    4.7434830202E-02
       358    1.8038419176E-03    6.8315258929E-03    5.1565813849E-02
       359    1.8044724435E-03    7.2928376080E-03    5.1183682207E-02
       360    1.8048249321E-03    5.6644798178E-03    5.2350753275E-02
       361    1.8136981995E-03    1.0290993940E-02    4.5691182206E-02
       362    1.8181153924E-03    7.7370786612E-03    4.5818741289E-02
       363    1.8184903813E-03    6.2157880630E-03    5.2061646908E-02
       364    1.8189862040E-03    4.5696945797E-03    5.0825462359E-02
       365    1.8221234561E-03    5.0872620473E-03    4.9661877967E-02
       366    1.8229491636E-03    1.0287697009E-02    4.6029918273E-02
       367    1.8273591450E-03    6.2774868774E-03    4.7893383492E-02
       368    1.8278358155E-03    6.1022308714E-03    5.2154066309E-02
       369    1.8281023884E-03    6.1097995197E-03    5.2149542438E-02
       370    1.8289314632E-03    9.2840248270E-03    4.8634299203E-02
       371    1.8381945912E-03    6.1584932578E-03    4.8041022094E-02
       372    1.8385994423E-03    4.6343824937E-03    5.2358375845E-02
       373    1.8402546057E-03    1.0325564258E-02    4.5870384078E-02
       374    1.8411727782E-03    5.8247044398E-03    5.2336803371E-02
       375    1.8420437688E-03    8.2965494589E-03    4.5148082668E-02
       376    1.8447369658E-03    4.6207381403E-03    5.2369331462E-02
       377    1.8535903443E-03    1.0131236722E-02    4.4911818455E-02
       378    1.8538228694E-03    4.4605619573E-03    5.2140746459E-02
       379    1.8547761494E-03    6.3100422735E-03    5.2043920423E-02
       380    1.8561299220E-03    5.2114985627E-03    5.2576901284E-02
       381    1.8585097137E-03    5.7331148128E-03    5.2407875344E-02
       382    1.8606174537E-03    8.4409148948E-03    4.4973069092E-02
       383    1.8668806283E-03    1.0321407235E-02    4.5248565874E-02
       384    1.8676290303E-03    8.0752541624E-03    5.0495799809E-02
       385    1.8676740340E-03    5.2137197004E-03    4.9374061655E-02
       386    1.8684535148E-03    7.5129460625E-03    4.6051051744E-02
       387    1.8688158989E-03    8.8766177993E-03    4.9350758306E-02
       388    1.8716113880E-03    9.6682433943E-03    4.7923258668E-02
       389    1.8768611504E-03    9.8380701208E-03    4.7557016582E-02
       390    1.8787663582E-03    7.8911530056E-03    4.5566023060E-02
       391    1.8825481440E-03    4.5976077194E-03    5.0483062257E-02
       392    1.8857705868E-03    1.0043220893E-02    4.4697071775E-02
       393    1.8882829434E-03    4.3606218220E-03    5.2060594314E-02
       394    1.8934830328E-03    4.3133168429E-03    5.1649929120E-02
       395    1.8955093855E-03    6.0704642659E-03    5.2267077844E-02
       396    1.8972724098E-03    5.8251030470E-03    5.2422410207E-02
       397    1.9043299869E-03    4.4443195903E-03    5.0837033351E-02
       398    1.9075797316E-03    9.8340449752E-03    4.4495725319E-02
       399    1.9077612862E-03    9.3236228842E-03    4.4436945259E-02
       400    1.9116983309E-03    8.7779409935E-03    4.4625695816E-02
       401    1.9164790840E-03    8.2071149509E-03    4.5140736754E-02
       402    1.9170258427E-03    7.5371564824E-03    4.5976988754E-02
       403    1.9186455820E-03    7.0823278453E-03    5.1477999679E-02
       404    1.9227652179E-03    4.2562304310E-03    5.1649770590E-02
       405    1.9238248707E-03    1.0296381909E-02    4.4911244242E-02
       406    1.9252242230E-03    4.3136661637E-03    5.1193714050E-02
       407    1.9269040043E-03    4.3729440318E-03    5.2410060480E-02
       408    1.9324568553E-03    1.0090413131E-02    4.4601895522E-02
       409    1.9333594980E-03    4.6405205968E-03    5.2705067622E-02
       410    1.9415724258E-03    4.5688383277E-03    5.2683961452E-02
       411    1.9435220514E-03    9.5781581673E-03    4.4357492414E-02
       412    1.9442608791E-03    7.6542271307E-03    4.5799174961E-02
       413    1.9471246646E-03    9.1572079630E-03    4.4396851893E-02
       414    1.9501931266E-03    5.9004767861E-03    4.8283913972E-02
       415    1.9548352488E-03    5.3064159652E-03    4.9116950384E-02
       416    1.9572056071E-03    6.2153858288E-03    5.2250547176E-02
       417    1.9612776436E-03    7.9345031611E-03    4.5422417044E-02
       418    1.9648757198E-03    1.0133688704E-02    4.4555603519E-02
       419    1.9653410581E-03    1.0483185235E-02    4.5278536259E-02
       420    1.9658325812E-03    9.8048310103E-03    4.7753270899E-02
       421    1.9658564375E-03    8.4228320754E-03    5.0124687285E-02
