nodenumber     x-coordinate     y-coordinate     z-coordinate
       253    2.6888700826E-02   -1.5632358105E-01    3.1245777869E-02
       254    2.6897879771E-02   -1.5423337167E-01    2.7248835995E-02
       255    2.6931193417E-02   -1.5453035608E-01    2.9996938272E-02
       256    2.6937799822E-02   -1.5466887594E-01    3.0165547646E-02
       257    2.6940126129E-02   -1.5469689141E-01    2.6912088212E-02
       258    2.6940474090E-02   -1.5594627436E-01    2.7186739314E-02
       259    2.6944937012E-02   -1.5492114483E-01    2.6853337344E-02
       260    2.6947621958E-02   -1.5827372421E-01    3.0217972656E-02
       261    2.6962877892E-02   -1.5830318665E-01    2.9957902854E-02
       262    2.6968686946E-02   -1.5638005918E-01    2.7506670473E-02
       263    2.6969839447E-02   -1.5819582923E-01    3.0281372275E-02
       264    2.6979840505E-02   -1.5790512011E-01    3.0451672360E-02
       265    2.6983806238E-02   -1.5471041012E-01    2.6840965918E-02
       266    2.6994962394E-02   -1.5472253474E-01    2.6821260697E-02
       267    2.7004618045E-02   -1.5542592627E-01    2.6840094572E-02
       268    2.7004683666E-02   -1.5370728035E-01    2.7827635845E-02
       269    2.7014396514E-02   -1.5800352032E-01    2.9478538761E-02
       270    2.7015900871E-02   -1.5746229216E-01    3.0730024499E-02
       271    2.7016316156E-02   -1.5618227759E-01    3.1440195768E-02
       272    2.7019170578E-02   -1.5380590791E-01    2.8977664717E-02
       273    2.7020224116E-02   -1.5471869006E-01    3.0237224565E-02
       274    2.7023359019E-02   -1.5737503919E-01    3.0785188015E-02
       275    2.7030581471E-02   -1.5413369510E-01    2.7070498516E-02
       276    2.7032060381E-02   -1.5380269983E-01    2.7481117291E-02
       277    2.7037194818E-02   -1.5689942947E-01    2.7971597838E-02
       278    2.7040483823E-02   -1.5767688906E-01    3.0633381836E-02
       279    2.7040815523E-02   -1.5370201071E-01    2.7685842145E-02
       280    2.7044119123E-02   -1.5777896025E-01    3.0580086101E-02
       281    2.7044476910E-02   -1.5841406734E-01    3.0228231288E-02
       282    2.7046800361E-02   -1.5393376675E-01    2.9245819203E-02
       283    2.7047929209E-02   -1.5439844714E-01    2.6861273794E-02
       284    2.7055517627E-02   -1.5669082282E-01    3.1193851986E-02
       285    2.7055544841E-02   -1.5360641223E-01    2.8044707843E-02
       286    2.7055661971E-02   -1.5462647535E-01    2.6755214502E-02
       287    2.7057325686E-02   -1.5406587870E-01    2.9457620467E-02
       288    2.7065876650E-02   -1.5474977498E-01    3.0274388813E-02
       289    2.7067935819E-02   -1.5420992911E-01    2.6939248019E-02
       290    2.7069432472E-02   -1.5360117887E-01    2.8408907258E-02
       291    2.7073586470E-02   -1.5434458719E-01    2.6845204139E-02
       292    2.7074235502E-02   -1.5612081936E-01    2.7211804045E-02
       293    2.7082218658E-02   -1.5760142308E-01    3.0713184991E-02
       294    2.7092994141E-02   -1.5438919253E-01    2.6788810062E-02
       295    2.7093374982E-02   -1.5375330391E-01    2.8960608544E-02
       296    2.7095620117E-02   -1.5443499281E-01    2.6762341663E-02
       297    2.7095936621E-02   -1.5515456878E-01    2.6672312931E-02
       298    2.7106355543E-02   -1.5813989184E-01    3.0436540929E-02
       299    2.7108316777E-02   -1.5751421610E-01    2.8734500905E-02
       300    2.7109552916E-02   -1.5614818390E-01    2.7210508383E-02
       301    2.7111010658E-02   -1.5830518010E-01    3.0090925947E-02
       302    2.7114539554E-02   -1.5726406925E-01    2.8396578539E-02
       303    2.7114768473E-02   -1.5388302966E-01    2.7143630622E-02
       304    2.7115365594E-02   -1.5403078919E-01    2.9439176706E-02
       305    2.7117217490E-02   -1.5427310483E-01    2.6808222692E-02
       306    2.7119496570E-02   -1.5461892142E-01    2.6659308785E-02
       307    2.7121105003E-02   -1.5645856663E-01    3.1382291596E-02
       308    2.7124866276E-02   -1.5491441226E-01    2.6616367835E-02
       309    2.7127740092E-02   -1.5834061014E-01    3.0171497024E-02
       310    2.7128835042E-02   -1.5391121198E-01    2.7077073802E-02
       311    2.7134192392E-02   -1.5483338351E-01    3.0364137819E-02
       312    2.7142300134E-02   -1.5580695369E-01    3.1359910146E-02
       313    2.7146077425E-02   -1.5376176098E-01    2.7229345549E-02
       314    2.7148139586E-02   -1.5780509758E-01    2.9192890665E-02
       315    2.7153482659E-02   -1.5400393449E-01    2.6929859726E-02
       316    2.7165148157E-02   -1.5557594214E-01    2.6755649167E-02
       317    2.7170586226E-02   -1.5394496862E-01    2.9348414675E-02
       318    2.7183588689E-02   -1.5796178677E-01    3.0605539704E-02
       319    2.7188525112E-02   -1.5763871726E-01    2.8937056337E-02
       320    2.7192615522E-02   -1.5754853929E-01    2.8798238119E-02
       321    2.7194976319E-02   -1.5560916075E-01    3.1130121871E-02
       322    2.7198148559E-02   -1.5349970487E-01    2.8425184820E-02
       323    2.7199609056E-02   -1.5377110237E-01    2.9100516869E-02
       324    2.7201908412E-02   -1.5477930263E-01    3.0305904681E-02
       325    2.7203705689E-02   -1.5827088495E-01    3.0140096068E-02
       326    2.7205123908E-02   -1.5765037042E-01    3.0797813590E-02
       327    2.7205858667E-02   -1.5725287637E-01    3.1018905124E-02
       328    2.7210925606E-02   -1.5665890355E-01    3.1352891767E-02
       329    2.7214769167E-02   -1.5361504705E-01    2.7286663871E-02
       330    2.7220318888E-02   -1.5345403058E-01    2.8258518880E-02
       331    2.7221282484E-02   -1.5672530831E-01    3.1325486396E-02
       332    2.7227902323E-02   -1.5643698931E-01    3.1491381838E-02
       333    2.7229220728E-02   -1.5565846101E-01    3.1160127207E-02
       334    2.7229291739E-02   -1.5605744083E-01    2.7053454162E-02
       335    2.7230236319E-02   -1.5829696084E-01    3.0462102547E-02
       336    2.7232934347E-02   -1.5824938551E-01    3.0133867619E-02
       337    2.7237945223E-02   -1.5452894401E-01    3.0054378358E-02
       338    2.7242086443E-02   -1.5373029582E-01    2.7020350196E-02
       339    2.7242178957E-02   -1.5534825179E-01    3.0848315334E-02
       340    2.7251295828E-02   -1.5770824255E-01    2.9067301209E-02
       341    2.7254839309E-02   -1.5821232909E-01    3.0087399661E-02
       342    2.7255604250E-02   -1.5796317669E-01    2.9551144087E-02
       343    2.7260513519E-02   -1.5530595522E-01    2.6547362644E-02
       344    2.7269106274E-02   -1.5437440289E-01    2.9896039853E-02
       345    2.7272457923E-02   -1.5432883941E-01    2.6502573487E-02
       346    2.7282358611E-02   -1.5451128670E-01    2.6434032453E-02
       347    2.7284371749E-02   -1.5589771979E-01    3.1339647308E-02
       348    2.7287972445E-02   -1.5648101159E-01    2.7443260081E-02
       349    2.7290582093E-02   -1.5715738600E-01    2.8257086419E-02
       350    2.7293362858E-02   -1.5661299882E-01    2.7584064865E-02
       351    2.7299799305E-02   -1.5559350598E-01    3.1059140096E-02
       352    2.7307671682E-02   -1.5342098422E-01    2.8426545904E-02
       353    2.7311634272E-02   -1.5655406240E-01    2.7514052473E-02
       354    2.7317313326E-02   -1.5801440132E-01    3.0697979409E-02
       355    2.7320218384E-02   -1.5427131277E-01    2.9789114711E-02
       356    2.7324301526E-02   -1.5714869667E-01    2.8245502552E-02
       357    2.7330996404E-02   -1.5616704150E-01    3.1508774434E-02
       358    2.7341594078E-02   -1.5658534578E-01    3.1512518333E-02
       359    2.7341691471E-02   -1.5396966707E-01    2.9447824284E-02
       360    2.7346929308E-02   -1.5456293116E-01    3.0088519760E-02
       361    2.7351654951E-02   -1.5429543492E-01    2.6374859712E-02
       362    2.7354435747E-02   -1.5361187138E-01    2.6875200090E-02
       363    2.7358951676E-02   -1.5622800090E-01    3.1527856162E-02
       364    2.7363242110E-02   -1.5771636143E-01    2.9139668553E-02
       365    2.7363865424E-02   -1.5775084401E-01    2.9206507478E-02
       366    2.7367376072E-02   -1.5824865617E-01    3.0341571904E-02
       367    2.7367452114E-02   -1.5494711589E-01    3.0440647135E-02
       368    2.7376730110E-02   -1.5332216764E-01    2.8223272366E-02
       369    2.7381821216E-02   -1.5331821517E-01    2.8223774412E-02
       370    2.7383714376E-02   -1.5806140188E-01    2.9912402355E-02
       371    2.7387429685E-02   -1.5414020419E-01    2.6366231904E-02
       372    2.7391052468E-02   -1.5496091162E-01    3.0448071998E-02
       373    2.7391429384E-02   -1.5715440116E-01    2.8256689238E-02
       374    2.7393099913E-02   -1.5329915052E-01    2.7449316437E-02
       375    2.7396108180E-02   -1.5818802425E-01    3.0259285192E-02
       376    2.7400401030E-02   -1.5700897246E-01    3.1331087542E-02
       377    2.7404024984E-02   -1.5767983115E-01    2.9095951991E-02
       378    2.7405692172E-02   -1.5346881208E-01    2.6935127158E-02
       379    2.7412450101E-02   -1.5621652656E-01    2.7107160293E-02
       380    2.7413685766E-02   -1.5479153350E-01    2.6256799035E-02
       381    2.7417292130E-02   -1.5789997178E-01    3.0852358458E-02
       382    2.7419864167E-02   -1.5730643069E-01    3.1183838151E-02
       383    2.7422777192E-02   -1.5332176469E-01    2.7206208127E-02
       384    2.7423081133E-02   -1.5676976721E-01    3.1484355680E-02
       385    2.7424178456E-02   -1.5464012415E-01    3.0153784455E-02
       386    2.7428721400E-02   -1.5641174110E-01    3.1590785164E-02
       387    2.7429669804E-02   -1.5641511238E-01    2.7320646554E-02
       388    2.7434495077E-02   -1.5785453343E-01    2.9480787716E-02
       389    2.7438006824E-02   -1.5322094962E-01    2.7733067772E-02
       390    2.7438622073E-02   -1.5755870698E-01    2.8894789539E-02
       391    2.7441183919E-02   -1.5764586302E-01    2.9054779750E-02
       392    2.7443506259E-02   -1.5429397862E-01    2.9822669619E-02
       393    2.7446072635E-02   -1.5766737714E-01    3.1007515119E-02
       394    2.7449008366E-02   -1.5748727651E-01    3.1110054167E-02
       395    2.7449794007E-02   -1.5578754504E-01    3.1130781810E-02
       396    2.7450414131E-02   -1.5518278401E-01    3.0623260542E-02
       397    2.7463456432E-02   -1.5495572745E-01    3.0424529716E-02
       398    2.7463491726E-02   -1.5514904374E-01    3.0589182826E-02
       399    2.7463983952E-02   -1.5334285982E-01    2.6965699141E-02
       400    2.7467090942E-02   -1.5782629267E-01    2.9449849318E-02
       401    2.7469074365E-02   -1.5810485180E-01    3.0185509725E-02
       402    2.7470697891E-02   -1.5666843568E-01    3.1583838719E-02
       403    2.7470870825E-02   -1.5344107506E-01    2.6761367932E-02
       404    2.7472545822E-02   -1.5791707761E-01    2.9670758156E-02
       405    2.7476437598E-02   -1.5667413294E-01    2.7615408749E-02
       406    2.7482045244E-02   -1.5612575024E-01    3.1346143388E-02
       407    2.7482480744E-02   -1.5338156003E-01    2.6818848664E-02
       408    2.7484072529E-02   -1.5461517364E-01    3.0124103055E-02
       409    2.7484776983E-02   -1.5417120082E-01    2.6167777592E-02
