nodenumber     x-coordinate     y-coordinate     z-coordinate
       298   -9.5356155924E-03   -6.2489196596E-03    1.1044068464E-01
       299   -9.5200444477E-03   -6.0146767741E-03    1.0923369240E-01
       300   -9.5121633198E-03   -1.8960224272E-03    1.1876850464E-01
       301   -9.4989080463E-03   -5.9902636855E-03    1.1485713224E-01
       302   -9.4963709162E-03    1.3890380088E-03    1.0870812488E-01
       303   -9.3603249632E-03   -5.2626121382E-03    1.0704415641E-01
       304   -9.3263936636E-03   -3.6524972044E-03    1.1813628690E-01
       305   -9.3005877355E-03   -5.9264960605E-03    1.1480003480E-01
       306   -9.2885559408E-03   -7.9568630203E-05    1.1742440728E-01
       307   -9.2805520870E-03   -6.0573309474E-03    1.0906148791E-01
       308   -9.2525497183E-03   -3.6489648689E-04    1.0523311006E-01
       309   -9.2480738737E-03   -1.1461580654E-03    1.0471153837E-01
       310   -9.2445077773E-03   -2.0003254124E-03    1.1839173010E-01
       311   -9.2213741487E-03    1.6681583625E-03    1.1297151637E-01
       312   -9.1623229994E-03   -6.1104916497E-03    1.1388631237E-01
       313   -9.1484908769E-03    1.5522121535E-03    1.0892582049E-01
       314   -9.0906617896E-03   -6.2901631071E-03    1.1267855400E-01
       315   -9.0603872656E-03   -8.3145330003E-04    1.0460932084E-01
       316   -9.0504092359E-03   -2.5756827694E-03    1.0424002928E-01
       317   -9.0471995174E-03   -2.5023397678E-03    1.1810809323E-01
       318   -8.9813347728E-03   -3.8830783351E-03    1.0475923992E-01
       319   -8.9734431775E-03   -2.4496969400E-03    1.0410332967E-01
       320   -8.9728134289E-03   -5.3312822470E-03    1.0661129392E-01
       321   -8.9587744885E-03   -5.6805139702E-06    1.1686225034E-01
       322   -8.9382789385E-03   -6.2232186428E-04    1.0457466514E-01
       323   -8.9101548247E-03   -2.5196689516E-03    1.1790858189E-01
       324   -8.9014610272E-03   -5.1108886349E-03    1.1606919197E-01
       325   -8.8980474112E-03   -1.7784447321E-03    1.1786452485E-01
       326   -8.8818111867E-03   -1.4302240908E-03    1.0407110589E-01
       327   -8.8747407493E-03   -4.6412916271E-04    1.0460247587E-01
       328   -8.8607129587E-03   -6.1915509614E-03    1.1305976854E-01
       329   -8.8538817285E-03   -1.3067098431E-03    1.1766680661E-01
       330   -8.8474977974E-03   -3.6746677220E-03    1.0441280458E-01
       331   -8.8231927901E-03    1.9587416098E-04    1.1641796726E-01
       332   -8.7144518894E-03   -6.3547862713E-03    1.1037050121E-01
       333   -8.7127402536E-03    7.9896837102E-04    1.1526386549E-01
       334   -8.6923541247E-03    1.2971866704E-03    1.1394053629E-01
       335   -8.6855509304E-03    1.3004318569E-03    1.0725987712E-01
       336   -8.6726068206E-03   -5.2553049769E-03    1.0602597934E-01
       337   -8.6261731712E-03   -6.1585251083E-03    1.0855625376E-01
       338   -8.5992257666E-03   -5.2997520646E-03    1.0600509278E-01
       339   -8.5815313095E-03   -6.3631723833E-03    1.1060547547E-01
       340   -8.5503514948E-03    3.4329245251E-04    1.0502770795E-01
       341   -8.5445891767E-03    1.3138884745E-03    1.1366902131E-01
       342   -8.5432223857E-03   -3.2793957414E-03    1.0373302599E-01
       343   -8.5324056769E-03    1.6501900543E-03    1.0864193629E-01
       344   -8.5005200805E-03    1.3432805606E-03    1.0713976689E-01
       345   -8.4991206447E-03   -6.3489282411E-03    1.1114755513E-01
       346   -8.4737972816E-03   -5.4164064016E-03    1.0604996436E-01
       347   -8.4502388167E-03   -4.1101194568E-03    1.1657577544E-01
       348   -8.4490675900E-03   -3.5351340160E-03    1.1694411870E-01
       349   -8.4328578937E-03    1.6627592123E-03    1.1184237468E-01
       350   -8.4313990938E-03   -9.0242256997E-04    1.0365938631E-01
       351   -8.4285676727E-03    8.4732468512E-05    1.1599160139E-01
       352   -8.4102334409E-03   -6.1765039047E-03    1.0833948080E-01
       353   -8.4096411786E-03   -2.9050548723E-03    1.1712162373E-01
       354   -8.3897545490E-03    7.2771307498E-04    1.0542434072E-01
       355   -8.3573167620E-03    1.6206275954E-03    1.0819979243E-01
       356   -8.2797492127E-03    1.5957978798E-03    1.1205598479E-01
       357   -8.2769761426E-03   -3.8050986278E-03    1.1654588924E-01
       358   -8.2451167648E-03   -9.5376644779E-04    1.0335937626E-01
       359   -8.2344546780E-03   -1.5767121041E-03    1.0308735576E-01
       360   -8.2064734013E-03    1.3127688361E-03    1.1318111482E-01
       361   -8.1953625140E-03   -6.3452740152E-03    1.1084290885E-01
       362   -8.1932847250E-03    4.7479514985E-04    1.1510060238E-01
       363   -8.1273107574E-03   -1.5175287676E-04    1.0382128473E-01
       364   -8.0440338927E-03   -5.2594606752E-03    1.1460825453E-01
       365   -8.0058614928E-03    1.5852908229E-04    1.1528393157E-01
       366   -7.9879906689E-03   -6.2499333296E-03    1.1148590813E-01
       367   -7.9714832293E-03   -3.6227825385E-03    1.0308914743E-01
       368   -7.9583308532E-03   -5.3944797584E-03    1.1423282722E-01
       369   -7.9073676947E-03   -1.4913042249E-04    1.1550131124E-01
       370   -7.9032918537E-03   -2.0947633637E-03    1.1646909413E-01
       371   -7.8832168373E-03    1.3402563896E-04    1.0379550709E-01
       372   -7.8561738435E-03   -3.0406872960E-03    1.1629195722E-01
       373   -7.7989557138E-03   -1.1154140709E-03    1.0262590481E-01
       374   -7.7832180408E-03   -6.0608927683E-03    1.1218038591E-01
       375   -7.7799305565E-03   -3.1234526730E-03    1.1616072415E-01
       376   -7.7519679352E-03   -6.1543516697E-03    1.0724386404E-01
       377   -7.7275055708E-03    1.7566371474E-03    1.0967719080E-01
       378   -7.6509252636E-03   -3.7471864444E-03    1.1568584800E-01
       379   -7.6482430547E-03   -5.8729264547E-03    1.1264977109E-01
       380   -7.6445900796E-03   -6.7947830806E-05    1.0321546411E-01
       381   -7.6144553199E-03    1.3038759524E-03    1.1235223133E-01
       382   -7.5757740563E-03   -4.1020818679E-03    1.0288789083E-01
       383   -7.4995588952E-03   -1.8442319721E-03    1.0196860793E-01
       384   -7.4225011623E-03    6.5284362162E-04    1.1367869578E-01
       385   -7.4182512374E-03   -4.0360905617E-03    1.1515541597E-01
       386   -7.3911488693E-03   -5.3452781037E-03    1.0433587003E-01
       387   -7.3127757429E-03   -2.6068533387E-03    1.1560239079E-01
       388   -7.3041336464E-03   -2.7242263953E-03    1.0172740584E-01
       389   -7.3008944263E-03    4.4268218805E-05    1.0285077227E-01
       390   -7.2972009773E-03   -5.6741355292E-03    1.1269482328E-01
       391   -7.2768304832E-03    1.1950829823E-03    1.1221093633E-01
       392   -7.2272165036E-03    1.5212629438E-03    1.1091321092E-01
       393   -7.2155572882E-03   -5.9692506064E-03    1.1171716511E-01
       394   -7.1914698015E-03   -5.9571929303E-03    1.1172515921E-01
       395   -7.1871404405E-03   -3.5230686636E-03    1.0188290800E-01
       396   -7.1522165811E-03   -5.7397544980E-03    1.1231986716E-01
       397   -7.0989257077E-03   -5.7302105976E-03    1.0479777830E-01
       398   -7.0753981676E-03   -5.4426746427E-03    1.0406700397E-01
       399   -7.0696573617E-03   -6.2979506315E-03    1.0986945554E-01
