nodenumber     x-coordinate     y-coordinate     z-coordinate     x-velocity     y-velocity     z-velocity     velocity-magnitude     pressure
        3023   6.5537596860E-03   -9.3283055819E-03   5.2926755694E-02   6.5008982007E-03   1.2994669510E-02   9.8356658815E-02   9.9424119037E-02   1.2712442691E+04
        3024   6.5591750579E-03   -3.0158146963E-03   9.5088621909E-02   6.2455578301E-03   1.3358043489E-02   9.5356252401E-02   9.6489684373E-02   1.2696827919E+04
        3025   6.5610353492E-03   -5.9452228187E-03   8.6378759391E-02   6.3513020649E-03   1.3288281785E-02   9.5955571355E-02   9.7079293079E-02   1.2702237620E+04
        3026   6.5646174945E-03   -6.0928610571E-03   8.8529709545E-02   6.3454161843E-03   1.3287325271E-02   9.5836250309E-02   9.6960838449E-02   1.2699181649E+04
        3027   6.5918117674E-03   2.3799864429E-03   8.9498511707E-03   6.5430777125E-03   1.3509795672E-02   9.9913632739E-02   1.0103494669E-01   1.2785941641E+04
        3028   6.5923227526E-03   -1.9514731247E-03   7.7316498806E-02   6.3195935672E-03   1.3419751794E-02   9.6198170099E-02   9.7335065272E-02   1.2724327864E+04
        3029   6.5972122225E-03   6.1063772091E-03   3.2398074364E-02   6.3736484354E-03   1.3667625732E-02   9.8312731684E-02   9.9462659318E-02   1.2794203397E+04
        3030   6.6157647760E-03   6.0612151719E-03   3.2060666644E-02   6.3802697027E-03   1.3676517232E-02   9.8295444633E-02   9.9447219170E-02   1.2794357152E+04
        3031   6.6185265516E-03   -6.7443664945E-03   -2.6044742096E-03   6.6236348381E-03   1.2856205897E-02   1.0170918661E-01   1.0273224036E-01   1.2732220401E+04
        3032   6.6240077616E-03   3.2782851306E-02   -9.1475015601E-02   6.3706223402E-03   1.4307517754E-02   1.0477542675E-01   1.0593951078E-01   1.3023239693E+04
        3033   6.6241849297E-03   3.1983531596E-02   -9.2018502705E-02   6.3980616001E-03   1.4306925689E-02   1.0480108285E-01   1.0596645828E-01   1.3019722802E+04
        3034   6.6276071214E-03   8.2227207743E-03   4.2020006693E-02   6.2720754177E-03   1.3697927619E-02   9.7710326126E-02   9.8864958316E-02   1.2797333315E+04
        3035   6.6278731327E-03   2.7404681709E-03   1.1633950680E-02   6.5335831878E-03   1.3548135171E-02   9.9649769575E-02   1.0077855056E-01   1.2787248215E+04
        3036   6.6346521945E-03   3.1900336752E-03   6.0547918295E-02   6.2974599618E-03   1.3576656916E-02   9.6834828668E-02   9.7984527647E-02   1.2759900991E+04
        3037   6.6361410521E-03   2.9937727681E-03   8.1368987287E-02   6.1791974298E-03   1.3507422150E-02   9.5812116799E-02   9.6956663822E-02   1.2733173959E+04
        3038   6.6417433732E-03   9.3520741602E-03   5.4509885973E-02   6.1608880208E-03   1.3655568657E-02   9.7094372658E-02   9.8243311724E-02   1.2790229032E+04
        3039   6.6420299254E-03   2.6882725358E-03   1.1185451410E-02   6.5380470731E-03   1.3550100827E-02   9.9655217741E-02   1.0078449144E-01   1.2787248905E+04
        3040   6.6421887034E-03   3.3212258288E-02   -9.1295311493E-02   6.3612997000E-03   1.4320149790E-02   1.0472006469E-01   1.0588590450E-01   1.3025941613E+04
        3041   6.6483623036E-03   -8.3147551734E-03   5.3986016786E-02   6.5027945041E-03   1.3096631657E-02   9.8025025027E-02   9.9109604119E-02   1.2716978814E+04
        3042   6.6497602800E-03   3.4306325065E-02   -9.1691948233E-02   6.3316017857E-03   1.4325719148E-02   1.0473234895E-01   1.0589702700E-01   1.3031984262E+04
        3043   6.6502722588E-03   -1.3091890959E-03   -2.7833038446E-03   6.6188838594E-03   1.3268510761E-02   1.0094356395E-01   1.0202679111E-01   1.2768341152E+04
        3044   6.6503752514E-03   3.3372998869E-02   -9.1256868310E-02   6.3583381776E-03   1.4325833614E-02   1.0469742269E-01   1.0586410294E-01   1.3027034620E+04
        3045   6.6509680976E-03   -1.4719902525E-02   4.7386977872E-02   6.5204293828E-03   1.2560941760E-02   9.9355444329E-02   1.0035834582E-01   1.2680513148E+04
        3046   6.6534331418E-03   5.2601918302E-03   5.9366152069E-02   6.2544786323E-03   1.3620240795E-02   9.6824149849E-02   9.7977270100E-02   1.2769021501E+04
        3047   6.6585492462E-03   3.4885410739E-02   -9.2449467315E-02   6.3203312767E-03   1.4332887082E-02   1.0475674141E-01   1.0592144783E-01   1.3035866581E+04
        3048   6.6586922655E-03   -5.4334135942E-03   8.3612060256E-02   6.3712285813E-03   1.3347531046E-02   9.5925378573E-02   9.7058886214E-02   1.2706720825E+04
        3049   6.6638430236E-03   3.2063260276E-03   1.5369422143E-02   6.5179928048E-03   1.3592020346E-02   9.9318374015E-02   1.0045579458E-01   1.2788627530E+04
        3050   6.6719519346E-03   -2.0271665151E-02   3.9359220687E-02   6.4759187464E-03   1.1935735581E-02   1.0085080012E-01   1.0176091191E-01   1.2630462556E+04
        3051   6.6752437307E-03   8.7115769042E-03   5.5945034691E-02   6.1801720610E-03   1.3668826966E-02   9.6949198719E-02   9.8102897458E-02   1.2786306378E+04
        3052   6.6762418915E-03   -2.4167361916E-02   2.6079399246E-02   6.4033644673E-03   1.1325430363E-02   1.0254282848E-01   1.0336488825E-01   1.2573283893E+04
        3053   6.6829896752E-03   9.9999477836E-03   5.1119179225E-02   6.1740432195E-03   1.3699868277E-02   9.7171796688E-02   9.8326818681E-02   1.2796874290E+04
        3054   6.6873046727E-03   -2.8696751263E-03   9.4930384762E-02   6.2704462320E-03   1.3430045831E-02   9.5141443445E-02   9.6289038254E-02   1.2696992362E+04
        3055   6.6877940499E-03   -1.7016468351E-03   9.4827623242E-02   6.2419677681E-03   1.3449295838E-02   9.5115466259E-02   9.6264207481E-02   1.2699631539E+04
        3056   6.6905068940E-03   3.0292422337E-02   -9.4350733340E-02   6.4769207863E-03   1.4342810092E-02   1.0475867830E-01   1.0593416533E-01   1.3015607265E+04
        3057   6.7058587444E-03   -1.7899391104E-02   4.3313558969E-02   6.5032135305E-03   1.2230614218E-02   1.0010218485E-01   1.0105605930E-01   1.2654209460E+04
        3058   6.7069496948E-03   -5.4344777356E-03   8.3568101023E-02   6.3797066650E-03   1.3368777628E-02   9.5852646595E-02   9.6990487841E-02   1.2706678422E+04
        3059   6.7118024535E-03   3.0580425358E-02   -9.3716433629E-02   6.4707329465E-03   1.4358364298E-02   1.0466480620E-01   1.0584306622E-01   1.3017396479E+04
        3060   6.7126215142E-03   1.0892254989E-03   6.1092045922E-02   6.3588338551E-03   1.3569066643E-02   9.6733074332E-02   9.7886883735E-02   1.2751770065E+04
        3061   6.7163796702E-03   -1.3993455089E-02   -2.3372618215E-03   6.5781235556E-03   1.2203600265E-02   1.0271858879E-01   1.0364993031E-01   1.2670193278E+04
        3062   6.7180281535E-03   3.4584152096E-02   -9.1620160928E-02   6.3412956034E-03   1.4373230392E-02   1.0454994933E-01   1.0572366664E-01   1.3036101867E+04
        3063   6.7211378329E-03   -1.2412897550E-02   -2.3901816176E-03   6.5946876407E-03   1.2362999954E-02   1.0244249315E-01   1.0339631558E-01   1.2685437451E+04
        3064   6.7242464654E-03   -4.8540798753E-03   5.7597503467E-02   6.4714000440E-03   1.3337477125E-02   9.7319301116E-02   9.8441930519E-02   1.2730962436E+04
        3065   6.7254605703E-03   -1.3587729824E-02   4.8663125077E-02   6.5271319468E-03   1.2685342513E-02   9.8992872002E-02   1.0001554916E-01   1.2687821002E+04
        3066   6.7268087423E-03   3.7118470587E-02   -1.0095897136E-01   6.3205561201E-03   1.4400814043E-02   1.0505959106E-01   1.0623017721E-01   1.3057907871E+04
        3067   6.7294854473E-03   -5.7131256769E-03   8.4822541212E-02   6.3830774582E-03   1.3370238055E-02   9.5765020202E-02   9.6904313825E-02   1.2704359856E+04
        3068   6.7318032616E-03   -2.4607656617E-02   3.5017234653E-03   6.3771469805E-03   1.1003064779E-02   1.0419659539E-01   1.0496983342E-01   1.2538785501E+04
        3069   6.7330102688E-03   -6.2781426414E-03   5.6123019132E-02   6.4915082003E-03   1.3257877273E-02   9.7537320968E-02   9.8648061157E-02   1.2725563766E+04
        3070   6.7374275399E-03   -1.6733527846E-02   4.4973174395E-02   6.5136167199E-03   1.2367000998E-02   9.9744822461E-02   1.0071940987E-01   1.2664193551E+04
        3071   6.7388558943E-03   8.1945978961E-03   5.6846283271E-02   6.2061293984E-03   1.3701790514E-02   9.6772278339E-02   9.7934309414E-02   1.2783656514E+04
        3072   6.7408676436E-03   6.0408836170E-03   3.1771116160E-02   6.4070683446E-03   1.3738189355E-02   9.8067553865E-02   9.9232220032E-02   1.2795524968E+04
        3073   6.7424602999E-03   -2.2192629856E-02   -2.0523470209E-03   6.4357776912E-03   1.1261394585E-02   1.0414127475E-01   1.0494590678E-01   1.2569085187E+04
        3074   6.7433226374E-03   3.7237466697E-02   -1.0201624182E-01   6.3278412329E-03   1.4415468310E-02   1.0507372937E-01   1.0624658067E-01   1.3060298144E+04
        3075   6.7436465954E-03   3.0891628051E-02   -1.0613723642E-01   6.5356959727E-03   1.4391308110E-02   1.0530056365E-01   1.0648020368E-01   1.3032178869E+04
        3076   6.7460454891E-03   3.0951144879E-02   -9.2904064698E-02   6.4643769388E-03   1.4382254779E-02   1.0452756628E-01   1.0571021490E-01   1.3019952745E+04
        3077   6.7468276103E-03   3.1879072682E-02   -1.0626678635E-01   6.5108284756E-03   1.4405854490E-02   1.0528929444E-01   1.0646950293E-01   1.3037883152E+04
        3078   6.7468525912E-03   8.7890793109E-03   5.6034666906E-02   6.1952969624E-03   1.3712231910E-02   9.6798939135E-02   9.7961429278E-02   1.2786990865E+04
        3079   6.7483832781E-03   -1.0831312702E-03   -2.7709262270E-03   6.6269108626E-03   1.3311381530E-02   1.0074680851E-01   1.0183824552E-01   1.2770317044E+04
        3080   6.7494585178E-03   2.8233173624E-02   -9.9067570311E-02   6.5691298185E-03   1.4350967432E-02   1.0490619309E-01   1.0608681860E-01   1.3010632974E+04
        3081   6.7518444914E-03   -5.2640945827E-03   5.7221233068E-02   6.4807486991E-03   1.3324672732E-02   9.7338887583E-02   9.8460174908E-02   1.2729460392E+04
        3082   6.7679652658E-03   9.6209870026E-03   5.4299374427E-02   6.1863111228E-03   1.3735075093E-02   9.6845269260E-02   9.8009840889E-02   1.2792463136E+04
        3083   6.7689813440E-03   -6.0501528653E-03   8.8407599036E-02   6.3808620071E-03   1.3380617613E-02   9.5523446873E-02   9.6666877627E-02   1.2698897409E+04
        3084   6.7790001300E-03   -2.5978762515E-02   1.0372504304E-02   6.3395033597E-03   1.0890296130E-02   1.0389901781E-01   1.0466037338E-01   1.2524301313E+04
        3085   6.7881517444E-03   9.8507839965E-03   5.3577146651E-02   6.1890608092E-03   1.3751268729E-02   9.6839862525E-02   9.8006942811E-02   1.2794368701E+04
        3086   6.7894854640E-03   -2.5308440496E-02   2.0475105163E-02   6.3657440741E-03   1.1105467028E-02   1.0303372272E-01   1.0382582585E-01   1.2547665208E+04
        3087   6.7925945709E-03   3.5450763691E-02   -1.0673395067E-01   6.4236356816E-03   1.4461802002E-02   1.0518597608E-01   1.0636962149E-01   1.3058888319E+04
        3088   6.8016360355E-03   3.0967680697E-02   -1.0614480323E-01   6.5472754092E-03   1.4427222774E-02   1.0514781821E-01   1.0633473208E-01   1.3034964217E+04
        3089   6.8053623332E-03   5.9954366458E-03   3.1373313162E-02   6.4222410949E-03   1.3767450524E-02   9.7968958636E-02   9.9139824142E-02   1.2796112582E+04
        3090   6.8064627813E-03   3.7532164745E-02   -1.0700672007E-01   6.3658978410E-03   1.4473226225E-02   1.0517839422E-01   1.0636020658E-01   1.3069796492E+04
        3091   6.8108570188E-03   6.8227485607E-03   3.6481745179E-02   6.3791352654E-03   1.3786032155E-02   9.7654839768E-02   9.8829225331E-02   1.2796731739E+04
        3092   6.8128546418E-03   3.3687305577E-03   1.6549028900E-02   6.5332134040E-03   1.3659506547E-02   9.8963787497E-02   1.0011541456E-01   1.2790289017E+04
        3093   6.8194855207E-03   -5.7896667807E-03   8.5229633568E-02   6.3974149430E-03   1.3405871159E-02   9.5612305836E-02   9.6759275146E-02   1.2703492656E+04
        3094   6.8236634725E-03   2.5751755041E-03   7.9162605482E-02   6.2485188879E-03   1.3619950026E-02   9.5572231780E-02   9.6739849671E-02   1.2735419440E+04
        3095   6.8278050648E-03   -2.0928186117E-02   3.8176894480E-02   6.4652447229E-03   1.1860934088E-02   1.0087357677E-01   1.0177406171E-01   1.2620430201E+04
        3096   6.8319392437E-03   2.5543550657E-04   9.3255971044E-02   6.2311139627E-03   1.3555738602E-02   9.4911677928E-02   9.6077111933E-02   1.2706294206E+04
        3097   6.8321859436E-03   7.5756029113E-04   -2.8383769055E-04   6.6181991089E-03   1.3466723601E-02   1.0022964707E-01   1.0134660999E-01   1.2781492393E+04
        3098   6.8369806046E-03   8.3807855309E-03   5.6861320251E-02   6.2243668017E-03   1.3759915510E-02   9.6577325151E-02   9.7750998718E-02   1.2784997218E+04
        3099   6.8467910662E-03   6.4443691800E-05   9.3446264270E-02   6.2384543573E-03   1.3561177706E-02   9.4879952202E-02   9.6047015484E-02   1.2705497851E+04
        3100   6.8508757116E-03   3.2332898907E-03   8.2102184541E-02   6.2189519774E-03   1.3630559831E-02   9.5378946187E-02   9.6548489893E-02   1.2732793708E+04
        3101   6.8529669751E-03   -3.2795687787E-03   7.8156619614E-02   6.3897317087E-03   1.3501533076E-02   9.5794664024E-02   9.6952244545E-02   1.2719280660E+04
        3102   6.8532088658E-03   -2.5699471695E-02   1.7964911768E-02   6.3482476320E-03   1.1016380321E-02   1.0321680595E-01   1.0399697069E-01   1.2536740315E+04
        3103   6.8567414661E-03   5.3740176187E-03   2.7506653070E-02   6.4619612656E-03   1.3771197638E-02   9.8117623130E-02   9.9289832291E-02   1.2795776113E+04
        3104   6.8633911492E-03   3.5445182690E-02   -9.2386896075E-02   6.3583646571E-03   1.4473564360E-02   1.0422113285E-01   1.0541326956E-01   1.3047146386E+04
        3105   6.8770102849E-03   3.0651906667E-03   1.3901126736E-02   6.5558886777E-03   1.3661593247E-02   9.9035980873E-02   1.0018854383E-01   1.2790271780E+04
        3106   6.8853952539E-03   1.9305083305E-04   7.6169444988E-02   6.3359764769E-03   1.3616610779E-02   9.5676285532E-02   9.6847861619E-02   1.2732437244E+04
        3107   6.8898902562E-03   2.5321148240E-03   7.8861292197E-02   6.2659777012E-03   1.3655698911E-02   9.5470674240E-02   9.6645694313E-02   1.2735803311E+04
        3108   6.8934501368E-03   -5.3062057675E-03   9.2234567614E-02   6.3731857411E-03   1.3465126341E-02   9.5076769781E-02   9.6236787539E-02   1.2695203147E+04
        3109   6.8942296829E-03   -2.0837844255E-02   -2.0674715358E-03   6.4568335347E-03   1.1426603090E-02   1.0370647798E-01   1.0453368611E-01   1.2584824841E+04
        3110   6.8962371426E-03   -7.8827546564E-03   -2.5088032320E-03   6.6314049438E-03   1.2809894572E-02   1.0145196275E-01   1.0247228736E-01   1.2723407057E+04
        3111   6.8968436594E-03   -5.2598328947E-03   5.7419535701E-02   6.4981266803E-03   1.3374365406E-02   9.7112509043E-02   9.8244280816E-02   1.2729566917E+04
        3112   6.9093205965E-03   -9.5229523807E-04   6.0867778875E-02   6.4325374373E-03   1.3589661295E-02   9.6528322732E-02   9.7692238799E-02   1.2744790578E+04
        3113   6.9136815739E-03   2.7680823827E-03   6.1298839356E-02   6.3602628187E-03   1.3706902009E-02   9.6305704048E-02   9.7483951182E-02   1.2758645783E+04
        3114   6.9195053121E-03   -2.4317640947E-02   2.5463829292E-02   6.3866498672E-03   1.1292470762E-02   1.0233956839E-01   1.0315859853E-01   1.2564763235E+04
        3115   6.9215691022E-03   -1.8520863774E-02   4.2500733355E-02   6.4993089665E-03   1.2181281388E-02   1.0001653678E-01   1.0096500514E-01   1.2645901336E+04
        3116   6.9241400420E-03   -5.4239789638E-03   9.1877187921E-02   6.3818389611E-03   1.3473538927E-02   9.5059783105E-02   9.6221756810E-02   1.2695375346E+04
        3117   6.9246336202E-03   3.0824266201E-03   1.3977551570E-02   6.5616319406E-03   1.3678847337E-02   9.8948271618E-02   1.0010457699E-01   1.2790752868E+04
        3118   6.9411624022E-03   2.7159319119E-02   -1.0182880762E-01   6.6471096067E-03   1.4427451706E-02   1.0461186784E-01   1.0581105010E-01   1.3013828565E+04
        3119   6.9439505012E-03   -2.5027736627E-02   2.1947324926E-02   6.3636029514E-03   1.1151579682E-02   1.0270333186E-01   1.0350279004E-01   1.2549664198E+04
        3120   6.9480954715E-03   -4.7217252974E-03   5.8038859306E-02   6.4972407786E-03   1.3422691068E-02   9.6947758995E-02   9.8087974530E-02   1.2731626755E+04
        3121   6.9517573499E-03   -6.1678679002E-03   5.6507525043E-02   6.5144724257E-03   1.3334707576E-02   9.7187830453E-02   9.8314430097E-02   1.2726091050E+04
        3122   6.9560256168E-03   5.2810220523E-03   5.9967371395E-02   6.3169753492E-03   1.3780283862E-02   9.6228062507E-02   9.7414785401E-02   1.2769916798E+04
        3123   6.9565557987E-03   4.0489220226E-03   6.0789204519E-02   6.3422976432E-03   1.3756249970E-02   9.6216016467E-02   9.7401134375E-02   1.2764261123E+04
        3124   6.9710012408E-03   -2.2704724164E-03   7.6705932706E-02   6.3977703257E-03   1.3584072202E-02   9.5633912060E-02   9.6805493742E-02   1.2724177901E+04
        3125   6.9734457516E-03   -4.0636747683E-03   7.9303164496E-02   6.4174501646E-03   1.3523297386E-02   9.5603066741E-02   9.6767812878E-02   1.2715538652E+04
        3126   6.9741389771E-03   7.2638052263E-03   3.8195485695E-02   6.3921232251E-03   1.3871144790E-02   9.7247915643E-02   9.8439956288E-02   1.2798955157E+04
        3127   6.9750656414E-03   2.6746699979E-02   -1.0320864837E-01   6.6685468479E-03   1.4431051461E-02   1.0462488751E-01   1.0582576175E-01   1.3013762375E+04
        3128   6.9829735019E-03   -9.6874217188E-04   7.5896099620E-02   6.3792337505E-03   1.3630026972E-02   9.5586929398E-02   9.6764318477E-02   1.2729267509E+04
        3129   6.9855286691E-03   1.7422899992E-03   7.7100709646E-02   6.3153066765E-03   1.3695629091E-02   9.5412318792E-02   9.6596914712E-02   1.2736083242E+04
        3130   6.9904215324E-03   8.3576680328E-03   4.1817805061E-02   6.3498377953E-03   1.3893812986E-02   9.7006756623E-02   9.8202185871E-02   1.2801227355E+04
        3131   6.9959203411E-03   -6.7803790596E-03   -2.5259843363E-03   6.6398811693E-03   1.2921146877E-02   1.0113823747E-01   1.0217625526E-01   1.2731922199E+04
        3132   6.9978883985E-03   -2.5303575743E-02   2.0542226344E-02   6.3505169711E-03   1.1091156159E-02   1.0280005234E-01   1.0359147441E-01   1.2542345830E+04
        3133   6.9987940519E-03   2.4295690412E-03   7.8290575571E-02   6.2948226971E-03   1.3711310920E-02   9.5314407173E-02   9.6501093541E-02   1.2736469181E+04
        3134   7.0031597348E-03   -5.5289534458E-03   9.1421657279E-02   6.3981168819E-03   1.3501030479E-02   9.4980971140E-02   9.6148835678E-02   1.2695627181E+04
        3135   7.0039101355E-03   -1.5169013036E-02   -2.2383130125E-03   6.5582072594E-03   1.2095704969E-02   1.0254051871E-01   1.0345952898E-01   1.2654338394E+04
        3136   7.0040221193E-03   3.1209212553E-02   -9.1400400454E-02   6.5105200128E-03   1.4536207470E-02   1.0378390201E-01   1.0499898340E-01   1.3029890123E+04
        3137   7.0041314992E-03   9.8915665169E-03   5.4582197187E-02   6.2338910577E-03   1.3871265834E-02   9.6366566068E-02   9.7559153693E-02   1.2794953212E+04
        3138   7.0047380890E-03   3.9543385317E-03   6.0950648687E-02   6.3530427433E-03   1.3776738050E-02   9.6127830757E-02   9.7317621783E-02   1.2763938961E+04
        3139   7.0119067337E-03   8.0124092971E-04   6.1683300587E-02   6.4154079917E-03   1.3693934469E-02   9.6214431735E-02   9.7395575746E-02   1.2751147459E+04
        3140   7.0120880418E-03   -5.9991499401E-03   8.8313260952E-02   6.4185636971E-03   1.3479734558E-02   9.5178772703E-02   9.6342617657E-02   1.2698710042E+04
        3141   7.0125918086E-03   1.0252613041E-02   5.3042719245E-02   6.2350696275E-03   1.3884646504E-02   9.6422673890E-02   9.7616553626E-02   1.2798345135E+04
        3142   7.0194314832E-03   -2.5523314856E-02   1.9282769171E-02   6.3410819092E-03   1.1042029235E-02   1.0290991678E-01   1.0369468019E-01   1.2536732559E+04
        3143   7.0207151602E-03   3.2344009474E-02   -1.0631641124E-01   6.5621731443E-03   1.4572590523E-02   1.0458068072E-01   1.0579480748E-01   1.3051767488E+04
        3144   7.0253336475E-03   3.1466605452E-03   1.4381399469E-02   6.5721094585E-03   1.3715930342E-02   9.8749931453E-02   9.9914304931E-02   1.2791831396E+04
        3145   7.0341159230E-03   -2.3411673726E-02   2.9989452877E-02   6.4057271815E-03   1.1462486177E-02   1.0171644738E-01   1.0256050700E-01   1.2579745403E+04
        3146   7.0350363259E-03   3.5887512958E-02   -9.2555437607E-02   6.3904940394E-03   1.4584746275E-02   1.0379723240E-01   1.0501151695E-01   1.3056773323E+04
        3147   7.0408409918E-03   2.1201799343E-03   6.2405163611E-03   6.6101971915E-03   1.3635521335E-02   9.9324567937E-02   1.0047383712E-01   1.2789185151E+04
        3148   7.0428590485E-03   1.0660682436E-03   7.5139112353E-04   6.6333068218E-03   1.3547104978E-02   9.9783715735E-02   1.0091736589E-01   1.2784689018E+04
        3149   7.0432061327E-03   2.8105422238E-02   -9.8547451282E-02   6.6310514193E-03   1.4503551795E-02   1.0413982467E-01   1.0535381787E-01   1.3020254222E+04
        3150   7.0441057780E-03   8.8544346612E-03   4.3238176171E-02   6.3404254965E-03   1.3924483269E-02   9.6828841901E-02   9.8030183381E-02   1.2802700785E+04
        3151   7.0458399530E-03   -1.4180914160E-02   4.8217133767E-02   6.5392962549E-03   1.2683580791E-02   9.8728532383E-02   9.9754492249E-02   1.2682140678E+04
        3152   7.0464600595E-03   -3.4524190154E-04   9.3549745932E-02   6.2904447540E-03   1.3657431688E-02   9.4558406842E-02   9.5746474818E-02   1.2704029248E+04
        3153   7.0529404157E-03   -4.6680300341E-03   5.8239154225E-02   6.5083672763E-03   1.3458918868E-02   9.6784044720E-02   9.7931877619E-02   1.2731971669E+04
        3154   7.0609349725E-03   3.8560898496E-03   1.9956287738E-02   6.5479661988E-03   1.3776948562E-02   9.8298955903E-02   9.9475448753E-02   1.2793588376E+04
        3155   7.0669431755E-03   -8.1798065629E-04   9.3854849086E-02   6.3042438224E-03   1.3658561874E-02   9.4525086026E-02   9.5714636764E-02   1.2702403959E+04
        3156   7.0687934456E-03   -1.8482388885E-02   -2.1120503381E-03   6.4969643698E-03   1.1711349521E-02   1.0306554166E-01   1.0393205536E-01   1.2613261451E+04
        3157   7.0747524381E-03   -2.6073111117E-02   1.0877425725E-02   6.3084517393E-03   1.0845787972E-02   1.0355630125E-01   1.0431363866E-01   1.2514478045E+04
        3158   7.0917250792E-03   -5.6988093639E-03   9.0603355810E-02   6.4173823400E-03   1.3526776097E-02   9.4918980127E-02   9.6092503642E-02   1.2696242546E+04
        3159   7.0986658259E-03   5.9691079271E-03   5.9719218316E-02   6.3304599155E-03   1.3861658593E-02   9.5976328245E-02   9.7178577295E-02   1.2773613300E+04
        3160   7.0995583497E-03   3.0491979390E-03   1.3444065820E-02   6.5851220395E-03   1.3730483300E-02   9.8695387648E-02   9.9863254238E-02   1.2792330755E+04
        3161   7.1001751479E-03   9.9366617110E-03   5.4889079539E-02   6.2528847526E-03   1.3922221581E-02   9.6170908555E-02   9.7374383046E-02   1.2795454813E+04
        3162   7.1029489242E-03   -2.0243709829E-02   -2.0450003128E-03   6.4561961687E-03   1.1489307379E-02   1.0335133214E-01   1.0418821675E-01   1.2588511863E+04
        3163   7.1064365780E-03   3.5033927933E-02   -9.0126397417E-02   6.4195959328E-03   1.4620129396E-02   1.0347957119E-01   1.0470425517E-01   1.3053008734E+04
        3164   7.1076159563E-03   1.1292123877E-03   9.3231223544E-04   6.6380749890E-03   1.3567645687E-02   9.9663845730E-02   1.0080192059E-01   1.2785540877E+04
        3165   7.1077788243E-03   -2.4163130781E-02   2.6318187522E-02   6.3794362954E-03   1.1312470060E-02   1.0205257642E-01   1.0287564114E-01   1.2563799162E+04
        3166   7.1091166464E-03   1.8182684377E-03   4.3904688300E-03   6.6245750924E-03   1.3627607400E-02   9.9364704140E-02   1.0051338770E-01   1.2788612362E+04
        3167   7.1154555026E-03   3.5695274640E-02   -9.1432085216E-02   6.4098115273E-03   1.4630561581E-02   1.0353435323E-01   1.0475925407E-01   1.3058066453E+04
        3168   7.1310287300E-03   1.4638641921E-03   2.5495199666E-03   6.6338986618E-03   1.3602434111E-02   9.9486469610E-02   1.0063097168E-01   1.2787269761E+04
        3169   7.1318644711E-03   2.6814263059E-02   -1.0248219338E-01   6.6923783928E-03   1.4505035905E-02   1.0420057275E-01   1.0541794609E-01   1.3019130706E+04
        3170   7.1332349795E-03   -1.5624390823E-03   9.4114638614E-02   6.3324751444E-03   1.3673688477E-02   9.4438495406E-02   9.5633150176E-02   1.2700202949E+04
        3171   7.1385847513E-03   -5.5508190796E-03   8.3691236678E-02   6.4465920096E-03   1.3531921800E-02   9.5240297617E-02   9.6412580851E-02   1.2705784504E+04
        3172   7.1399874398E-03   -5.6664223173E-03   8.4321090335E-02   6.4461423227E-03   1.3529102255E-02   9.5211720641E-02   9.6383925559E-02   1.2704663919E+04
        3173   7.1410721312E-03   1.7526371050E-03   9.0562974309E-02   6.2732748924E-03   1.3740498409E-02   9.4507457170E-02   9.5706921041E-02   1.2714224838E+04
        3174   7.1420932973E-03   2.4662048704E-03   7.7958904351E-02   6.3243719546E-03   1.3781289057E-02   9.5095755500E-02   9.6297062898E-02   1.2737281223E+04
        3175   7.1425644914E-03   9.1536413925E-03   4.3987221827E-02   6.3488018432E-03   1.3974506184E-02   9.6608253332E-02   9.7819981189E-02   1.2804216101E+04
        3176   7.1438628390E-03   -6.7378467427E-03   -2.4971470827E-03   6.6440793305E-03   1.2944045978E-02   1.0092724016E-01   1.0197058362E-01   1.2732279869E+04
        3177   7.1476796689E-03   -2.4999400092E-02   2.2117785413E-02   6.3489175168E-03   1.1139104215E-02   1.0247680831E-01   1.0327576985E-01   1.2545386805E+04
        3178   7.1488007884E-03   -1.8372673313E-03   9.4164777574E-02   6.3410354539E-03   1.3674287121E-02   9.4424305316E-02   9.5619790281E-02   1.2699491918E+04
        3179   7.1601730042E-03   3.0112252882E-02   -9.2972272831E-02   6.5806386430E-03   1.4603479212E-02   1.0349865013E-01   1.0473078339E-01   1.3031087586E+04
        3180   7.1622678099E-03   -3.2112592855E-03   5.9727992391E-02   6.5020795578E-03   1.3575176754E-02   9.6404444285E-02   9.7572431252E-02   1.2737438253E+04
        3181   7.1626169733E-03   -1.8518252321E-02   4.2649017856E-02   6.4988281546E-03   1.2198935450E-02   9.9749379862E-02   1.0070247056E-01   1.2643608970E+04
        3182   7.1642302097E-03   -3.9049610422E-03   9.3702884636E-02   6.3865578858E-03   1.3623536624E-02   9.4531103867E-02   9.5721045074E-02   1.2695689752E+04
        3183   7.1734171142E-03   1.7220949803E-03   9.0595036796E-02   6.2805302738E-03   1.3755827630E-02   9.4455409579E-02   9.5658205361E-02   1.2714062119E+04
        3184   7.1737558440E-03   6.8965380438E-03   5.9101447941E-02   6.3259802355E-03   1.3913468228E-02   9.5859928079E-02   9.7070739337E-02   1.2778422805E+04
        3185   7.1811180943E-03   -2.3469325822E-02   2.9785703700E-02   6.3959018954E-03   1.1444822246E-02   1.0159587304E-01   1.0243833724E-01   1.2575966335E+04
        3186   7.1828301149E-03   1.1834278619E-03   7.5931713525E-02   6.3707663515E-03   1.3774235589E-02   9.5178586264E-02   9.6380908447E-02   1.2736311979E+04
